initial_position,initial_velocity,mass,time,location 
3933,16,868,1,3944.1
1826,19,1,32,-2583.6000000000004
9429,13,246,47,-784.1000000000004
332,92,745,58,-10815.600000000002
6495,37,328,52,-4830.6
7434,30,182,30,3924.0
4840,80,965,24,3937.6
3986,87,108,67,-12181.100000000002
4234,93,159,26,3339.6
2462,91,199,50,-5238.0
2575,42,834,36,-2263.4000000000005
6921,41,312,64,-10525.400000000001
5618,57,447,57,-7053.1
2114,74,276,35,-1298.5
264,7,474,25,-2623.5
6110,17,449,50,-5290.0
3606,27,208,26,995.5999999999999
2602,42,641,61,-13068.900000000001
8428,31,495,35,3510.5
7528,69,978,81,-19031.9
6198,80,580,46,-490.40000000000146
7880,21,178,1,7896.1
8699,30,228,72,-14542.600000000002
5930,1,92,72,-19399.600000000002
9795,76,17,2,9927.4
1178,49,960,70,-19402.0
5611,28,121,29,2302.0999999999995
6948,14,458,40,-332.0000000000009
3112,29,255,35,-1875.5
3959,32,271,19,2798.1
5265,37,894,95,-35442.5
1264,39,417,78,-25505.600000000002
1400,13,951,35,-4147.5
6669,99,183,74,-12837.400000000001
6178,2,806,90,-33332.0
8288,35,533,57,-5637.1
7929,91,774,24,7290.6
4469,88,407,41,-159.90000000000146
1602,74,410,37,-2368.1000000000004
3812,37,211,88,-30877.600000000006
9787,27,431,46,660.5999999999985
8569,45,590,23,7011.9
5422,39,828,62,-10995.600000000002
6538,11,716,36,583.5999999999995
8364,49,976,78,-17625.600000000002
2504,81,651,3,2702.9
7453,47,184,67,-11394.100000000002
4636,50,548,78,-21275.600000000002
3844,89,181,39,-137.90000000000055
7902,93,180,31,6076.099999999999
4394,97,435,82,-20599.600000000006
6554,99,422,55,-2823.500000000002
9027,96,277,67,-6537.100000000002
5609,75,215,79,-19046.9
5038,43,289,4,5131.6
6424,48,827,70,-14226.0
8439,34,782,36,3312.5999999999995
867,39,49,44,-6903.4000000000015
8705,4,153,43,-183.10000000000036
9482,65,579,10,9642.0
9563,42,458,66,-9009.400000000001
1869,14,498,66,-18551.4
6593,36,816,63,-10587.100000000002
2036,10,509,9,1729.1
4587,3,911,83,-28920.100000000006
9828,40,500,81,-19080.9
4334,56,53,1,4385.1
1597,83,38,85,-26750.5
3991,90,348,48,-2978.6000000000004
358,22,403,5,345.5
4474,92,5,65,-10248.5
8667,17,88,72,-15510.600000000002
1426,50,171,59,-12680.900000000001
4535,83,225,1,4613.1
7101,94,563,71,-10925.900000000001
370,17,968,26,-2500.4
9473,87,757,12,9811.4
2377,91,186,86,-26037.4
9676,74,853,38,5412.4
623,40,365,83,-29813.100000000006
9880,7,629,42,1530.3999999999996
7211,72,328,15,7188.5
2849,13,641,86,-32273.4
6802,84,923,17,6813.9
663,53,48,40,-5057.000000000001
7923,97,537,55,-1564.5000000000018
4952,51,517,27,2756.8999999999996
5034,6,842,56,-9996.400000000001
8267,45,816,16,7732.6
9053,64,182,82,-18646.600000000006
5772,74,979,53,-4070.1000000000004
8444,70,930,19,8005.1
2173,57,849,83,-26852.100000000006
5479,87,888,61,-7446.9000000000015
2517,5,409,7,2311.9
5382,46,655,61,-10044.900000000001
8054,99,787,13,8512.9
3940,67,394,72,-16637.600000000002
538,30,990,95,-40834.5
545,87,357,87,-28974.100000000006
1911,66,220,34,-1509.4000000000005
1750,97,735,57,-8641.1
2089,71,764,88,-29608.600000000006
8520,29,441,9,8384.1
3106,79,517,87,-27109.100000000006
4909,97,965,92,-27640.600000000006
8451,50,398,64,-8419.400000000001
9035,97,530,73,-9996.100000000002
7572,54,531,84,-22466.4
3476,46,266,90,-32074.0
2214,30,470,82,-28273.600000000006
5646,39,338,43,-1737.1000000000004
6735,11,104,94,-35527.4
4296,98,389,66,-10580.400000000001
307,3,281,55,-14350.500000000002
4826,36,596,71,-17318.9
7390,4,951,84,-26848.4
6168,71,587,81,-20229.9
3199,57,243,99,-39182.9
2009,93,644,96,-34221.4
7618,3,671,84,-26704.4
3772,70,337,60,-9668.0
8899,53,155,97,-32064.100000000006
3676,74,919,56,-7546.4000000000015
1154,65,15,97,-38645.100000000006
1469,85,465,12,1783.4
4894,40,275,15,4391.5
3905,96,661,96,-32037.4
1896,1,76,54,-12338.400000000001
2452,45,966,44,-5054.4000000000015
9743,98,27,18,9919.4
386,88,272,32,-1815.6000000000004
5125,82,575,82,-21098.600000000006
9317,1,143,7,9083.9
7693,31,979,62,-9220.600000000002
840,24,767,25,-1622.5
4893,55,143,30,2133.0
5509,98,286,51,-2237.9000000000015
5111,27,120,95,-36546.5
5107,24,666,70,-17223.0
7851,40,614,17,7114.9
4610,51,631,25,2822.5
9092,89,74,12,9454.4
249,86,262,88,-30128.600000000006
260,92,368,37,-3044.1000000000004
9156,47,366,35,4798.5
6701,62,677,27,4802.9
9938,86,314,50,1988.0
6668,97,590,56,-3266.4000000000015
761,82,399,67,-15741.100000000002
1001,10,416,58,-14902.600000000002
9439,39,648,30,6199.0
4884,23,176,1,4902.1
5006,39,676,71,-16925.9
930,60,509,71,-19510.9
711,61,391,76,-22955.4
7554,41,428,71,-14235.900000000001
6211,13,593,18,4857.4
3426,67,533,2,3540.4
447,85,64,96,-36551.4
7020,14,356,28,3570.3999999999996
5244,56,689,33,1755.8999999999996
8366,19,165,21,6604.1
6187,16,57,62,-11656.600000000002
4545,23,180,84,-28097.4
3708,6,329,76,-24138.4
3808,78,381,52,-5385.6
5036,15,822,46,-4642.4000000000015
674,62,849,50,-8476.0
456,57,949,93,-36623.100000000006
3474,27,910,23,1502.8999999999996
119,92,346,19,98.09999999999991
369,19,730,43,-7874.1
4259,78,514,72,-15526.600000000002
7700,80,214,84,-20154.4
5052,15,632,92,-35041.600000000006
3640,61,971,53,-6891.1
948,94,276,33,-1286.1000000000004
5318,75,598,90,-27622.0
9429,19,231,76,-17429.4
4030,93,803,70,-13470.0
6974,95,990,37,3780.8999999999996
6236,85,538,58,-5317.600000000002
3725,59,987,63,-12006.100000000002
7256,32,949,55,-5806.500000000002
7030,32,608,17,6157.9
9263,65,176,62,-5542.600000000002
1962,20,539,12,1496.4
3648,59,964,97,-36733.100000000006
7984,97,40,67,-7513.100000000002
7687,34,891,61,-8471.900000000001
7522,74,59,52,-1879.6000000000004
6388,85,636,48,-821.6000000000004
1550,2,811,93,-40644.100000000006
486,67,274,97,-39119.100000000006
8321,77,606,74,-12813.400000000001
1800,71,802,99,-39195.9
8261,55,991,20,7401.0
3492,24,555,20,2011.9999999999998
4742,49,977,53,-6425.1
7081,30,959,88,-28224.600000000006
2304,95,244,82,-22853.600000000006
8594,32,784,75,-16568.500000000004
502,49,729,27,-1747.1000000000004
2810,32,844,97,-40190.100000000006
9255,4,188,13,8478.9
5809,58,402,35,1836.5
7079,88,779,61,-5785.9000000000015
2618,24,317,97,-41158.100000000006
1509,31,872,60,-14271.0
9909,19,810,98,-35288.600000000006
9010,25,223,69,-12593.900000000001
7181,49,532,74,-16025.400000000001
8386,37,397,99,-35975.9
9480,61,75,62,-5573.600000000002
197,53,909,61,-14802.900000000001
4011,41,163,30,831.0
565,88,383,64,-13873.400000000001
1267,95,4,83,-24604.100000000006
245,16,33,94,-41547.4
5943,43,438,95,-34194.5
5047,33,619,97,-37856.100000000006
9345,21,928,71,-13864.900000000001
2042,68,605,34,-1310.4000000000005
4542,52,387,98,-37421.600000000006
9324,73,136,68,-8369.600000000002
4120,89,733,66,-11350.400000000001
6501,51,949,84,-23789.4
9490,42,468,75,-14922.500000000004
2671,66,491,50,-6279.0
7556,31,563,70,-14284.0
1296,65,309,89,-31731.9
1078,53,469,37,-3669.1000000000004
4363,8,60,68,-17750.600000000002
9947,74,284,26,8558.6
1566,13,740,84,-31916.4
1260,27,964,71,-21523.9
5036,74,956,36,1349.5999999999995
818,47,912,97,-40727.100000000006
6187,39,816,90,-29993.0
9323,10,256,76,-18219.4
4703,62,760,68,-13738.600000000002
1737,45,938,4,1838.6
7669,85,205,18,7611.4
1954,3,131,72,-23231.600000000002
8718,26,923,84,-23672.4
1795,82,192,85,-26637.5
4093,36,661,1,4124.1
6389,31,418,52,-5248.6
3350,18,438,21,1567.1
2588,57,827,48,-5965.6
7677,51,946,37,2855.8999999999996
9960,92,896,83,-16160.100000000006
5872,86,563,68,-10937.600000000002
5862,63,57,19,5290.1
8,37,172,59,-14865.900000000001
8219,90,912,56,-2107.4000000000015
139,31,946,26,-2367.4
6125,41,78,3,6203.9
221,22,409,66,-19671.4
6843,69,319,92,-28282.600000000006
9440,87,417,48,2326.3999999999996
1661,42,698,39,-4153.900000000001
8607,91,527,37,5265.9
4028,10,787,80,-26532.000000000004
910,81,871,15,1022.5
3541,98,211,74,-16039.400000000001
7748,62,60,88,-24741.600000000006
5986,57,522,67,-12191.100000000002
1950,23,572,78,-26067.600000000002
7508,70,696,83,-20438.100000000006
664,95,994,4,965.6
2854,49,329,14,2579.6
7928,5,833,10,7488.0
3707,31,716,14,3180.6
2250,43,729,70,-18750.0
9134,82,189,94,-26454.4
6313,61,837,67,-11596.100000000002
5822,45,189,80,-21938.000000000004
6866,23,105,24,4595.6
5894,24,997,24,3647.6
2838,82,165,82,-23385.600000000006
6294,27,136,62,-10867.600000000002
2781,83,435,35,-316.5
8815,68,809,20,8215.0
5540,78,260,13,5725.9
6661,49,470,30,3721.0
5265,51,132,56,-7245.4000000000015
6756,32,816,73,-17020.100000000002
2063,38,327,65,-16169.5
4736,11,749,26,1709.6
4905,4,676,38,-2018.6000000000004
2052,43,93,52,-8961.6
3108,47,625,80,-24492.000000000004
7381,28,881,13,6916.9
2551,58,804,51,-7235.9000000000015
9004,51,37,4,9129.6
6327,68,580,69,-12309.900000000001
9344,2,333,71,-15214.900000000001
1338,89,498,89,-29553.9
2586,59,188,70,-17294.0
3628,73,166,20,3128.0
256,73,620,22,-509.60000000000036
9273,55,847,4,9414.6
1567,90,516,91,-30819.9
1562,6,996,24,-1116.4
291,26,279,80,-28989.000000000004
911,5,110,16,-263.4000000000001
1051,80,155,46,-5637.4000000000015
7835,18,82,23,5656.9
6576,34,444,81,-22818.9
3483,60,204,85,-26819.5
3812,38,989,72,-18853.600000000002
8281,24,941,86,-25895.4
6051,35,84,9,5969.1
5040,75,224,40,199.9999999999991
9383,7,768,5,9295.5
7839,4,771,14,6934.6
6904,42,835,25,4891.5
7047,42,455,67,-12135.100000000002
4642,74,350,83,-22972.100000000006
3566,87,333,57,-7395.1
6227,94,229,16,6476.6
2527,39,584,91,-34500.9
4248,42,30,21,2969.1
5905,36,798,91,-31395.9
445,98,711,10,935.0
7342,85,399,37,3778.8999999999996
5259,91,880,46,-923.4000000000015
6614,23,479,97,-37259.100000000006
9397,51,639,92,-27384.600000000006
3835,94,96,53,-4947.1
491,64,273,94,-36789.4
7070,48,124,33,3317.8999999999996
839,95,387,64,-13151.400000000001
9508,61,366,65,-7229.5
1865,4,103,31,-2719.9000000000005
7895,75,504,22,7173.4
4241,92,399,47,-2259.1000000000004
8569,76,481,1,8640.1
176,79,799,32,-2313.6000000000004
9688,79,794,98,-29629.600000000006
6138,49,461,20,5158.0
4284,53,437,39,-1101.9000000000005
7503,58,676,84,-22199.4
2001,39,522,33,-2048.1000000000004
6733,76,150,25,5570.5
8471,97,37,1,8563.1
618,39,252,44,-7152.4000000000015
8764,12,960,26,5763.6
1803,17,924,85,-32154.5
9642,67,422,71,-10301.900000000001
9081,55,558,50,-419.0
9738,98,737,16,10051.6
1202,49,773,4,1319.6
8584,64,947,95,-29558.5
1729,70,278,84,-26965.4
7147,34,662,55,-5805.500000000002
7134,50,45,46,-934.4000000000015
217,78,745,7,522.9
469,11,237,66,-20149.4
7399,89,733,14,7684.6
8804,10,419,92,-31749.600000000006
9688,23,584,8,9558.4
9880,70,470,76,-13102.400000000001
8876,18,559,7,8761.9
144,35,836,29,-2961.9000000000005
8305,16,670,5,8262.5
8646,96,456,64,-5280.4000000000015
4828,30,823,9,4701.1
3898,90,850,89,-26904.9
8529,27,98,27,5685.9
6849,30,857,83,-24417.100000000006
6332,28,305,83,-25100.100000000006
5384,51,793,49,-3881.9000000000015
1789,93,708,38,-1752.6000000000004
7856,8,871,43,-860.1000000000004
2903,62,391,25,1390.5
7357,77,845,66,-8905.400000000001
5732,1,788,79,-24769.9
385,38,837,26,-1939.4
5692,33,424,45,-2745.5
5264,78,321,36,1721.5999999999995
4091,27,260,4,4120.6
4855,73,984,54,-5491.4000000000015
9780,86,590,4,10045.6
4423,3,469,60,-13037.0
7099,38,569,83,-23503.100000000006
1727,54,313,56,-10615.400000000001
6015,44,213,44,-1535.4000000000015
9338,63,854,60,-4522.0
3423,29,793,16,2632.6
1767,92,697,67,-14065.100000000002
2098,63,170,45,-4989.5
8974,56,882,53,-1822.1000000000004
6160,55,17,87,-26143.100000000006
94,4,224,92,-41011.600000000006
7705,84,367,71,-11031.900000000001
4704,35,347,69,-16209.900000000001
2882,21,789,22,972.3999999999996
9082,11,255,2,9084.4
96,78,887,85,-28676.5
2426,40,981,89,-32826.9
8113,29,639,64,-10101.400000000001
6656,22,320,70,-15814.0
2539,48,715,59,-11685.900000000001
3678,40,196,89,-31574.9
8378,66,215,26,6781.6
5400,47,122,19,4524.1
600,80,412,25,-462.5
2047,49,714,63,-14314.100000000002
809,73,641,61,-12970.900000000001
6902,38,204,77,-19224.100000000002
9843,41,928,39,3989.0999999999995
2812,61,253,40,-2588.000000000001
5081,81,555,93,-29766.100000000006
8021,59,169,66,-9429.400000000001
8755,1,57,21,6615.1
5823,64,57,42,-132.60000000000036
2796,33,76,49,-7351.9000000000015
9099,70,785,9,9332.1
7595,87,655,58,-3842.600000000002
4066,45,697,52,-6843.6
4202,59,92,76,-19616.4
29,18,500,5,-3.500000000000014
1973,1,881,77,-27002.100000000002
4785,88,506,11,5160.1
5250,1,756,82,-27615.600000000006
9406,97,895,30,7906.0
8407,31,723,12,8073.4
6049,20,275,92,-33584.600000000006
8991,76,925,20,8551.0
3359,74,572,23,2468.8999999999996
629,37,156,14,186.5999999999999
1861,77,269,59,-10652.900000000001
5267,66,429,5,5474.5
9393,77,67,92,-24996.600000000006
3820,97,588,96,-32026.4
9794,58,556,74,-12746.400000000001
8350,90,340,33,5983.9
7997,97,569,94,-26181.4
4542,31,555,28,1568.3999999999996
7536,29,281,21,5984.1
5358,39,92,76,-19980.4
9145,65,835,54,-1633.4000000000015
7012,92,394,71,-11156.900000000001
4347,75,876,76,-18255.4
1487,36,706,42,-5644.6
5710,65,917,67,-11931.100000000002
5160,15,667,49,-5869.9000000000015
6441,6,788,47,-4101.1
5332,60,909,1,5387.1
1711,94,572,32,-298.60000000000036
4148,35,740,43,-3407.1000000000004
5109,7,494,41,-2840.9000000000015
5798,96,775,5,6155.5
5609,53,932,72,-15976.600000000002
3695,35,730,55,-9202.500000000002
4858,71,125,48,-3023.6000000000004
3521,48,219,76,-21133.4
643,12,673,29,-3129.9000000000005
7740,59,169,92,-28305.600000000006
773,72,921,34,-2443.4000000000005
1726,38,415,85,-30446.5
3371,24,843,98,-41336.600000000006
8144,69,571,35,4556.5
3749,44,934,29,904.0999999999995
9820,22,723,11,9469.1
4959,52,314,47,-3421.1000000000004
8957,57,288,99,-33424.9
8454,50,903,61,-6728.9000000000015
1055,93,527,70,-16445.0
5366,18,702,49,-5516.9000000000015
3863,88,804,80,-20457.000000000004
3123,5,242,52,-9866.6
2701,31,503,93,-36796.100000000006
563,42,308,74,-23161.4
9034,64,673,66,-8086.4000000000015
4762,2,331,19,3031.1
4855,11,174,55,-9362.500000000002
7567,1,689,63,-11818.100000000002
6991,66,318,39,2112.0999999999995
6404,55,97,42,70.39999999999964
3945,48,896,76,-20709.4
4468,46,442,58,-9347.600000000002
6507,55,368,21,5501.1
8914,63,78,95,-29323.5
8201,52,952,19,7420.1
592,41,134,80,-27488.000000000004
1589,11,696,71,-22330.9
8311,8,931,41,402.09999999999854
2119,66,909,17,1824.8999999999999
7560,4,376,21,5483.1
3971,52,784,87,-28593.100000000006
5606,66,528,7,5827.9
9089,44,944,88,-24984.600000000006
5290,56,458,65,-11772.5
7755,27,904,83,-23760.100000000006
3797,52,403,67,-14715.100000000002
3557,60,623,14,3436.6
1361,55,101,36,-3009.4000000000005
8747,39,165,49,-1106.9000000000015
8658,26,635,81,-21384.9
109,81,346,28,-1464.6000000000004
8795,80,914,99,-31309.9
3222,44,332,78,-23157.600000000002
9675,47,161,87,-23324.100000000006
1567,49,89,97,-39784.100000000006
3276,31,300,46,-5666.4000000000015
4399,76,657,30,2269.0
7130,60,351,46,-478.40000000000146
3816,50,955,6,3939.6
3465,86,76,22,2985.3999999999996
5816,22,298,19,4465.1
9397,90,21,75,-11415.500000000004
1256,72,117,70,-17714.0
4183,50,679,78,-21728.600000000002
8726,21,405,18,7516.4
9629,85,593,35,6601.5
347,51,192,44,-6895.4000000000015
6015,82,132,50,-2135.0
2611,88,958,92,-30766.600000000006
5151,62,559,50,-3999.0
3328,95,834,44,-1978.4000000000015
9367,57,10,91,-26022.9
5471,22,89,34,554.5999999999995
7410,37,870,41,690.0999999999985
5689,3,273,72,-19496.600000000002
1558,13,413,5,1500.5
88,14,362,63,-18478.100000000002
7676,64,509,75,-15086.500000000004
8560,72,605,59,-4248.9000000000015
8575,19,146,67,-12148.100000000002
3256,44,145,84,-27622.4
454,80,395,54,-9514.400000000001
582,63,925,89,-32623.9
5587,35,149,95,-35310.5
913,36,523,85,-31429.5
7683,91,376,20,7543.0
9172,77,934,21,8628.1
5532,37,411,35,824.5
363,81,721,67,-16206.100000000002
5084,6,629,36,-1050.4000000000005
1866,76,666,13,2025.9
6618,70,902,98,-33581.600000000006
5776,79,687,69,-12101.900000000001
5098,80,654,61,-8254.900000000001
5732,61,186,72,-15277.600000000002
2129,99,901,72,-16144.600000000002
3203,1,117,60,-14377.0
9547,7,571,85,-25260.5
2003,59,487,85,-28384.5
528,62,427,85,-29604.5
5491,49,259,95,-34076.5
4862,49,8,60,-9838.0
9203,36,991,46,490.59999999999854
954,39,535,28,-1795.6000000000004
4501,58,367,13,4426.9
6147,68,627,68,-11886.600000000002
3834,5,598,72,-21207.600000000002
9769,94,565,7,10186.9
5579,3,644,16,4372.6
2217,95,613,11,2669.1
4392,90,601,11,4789.1
1945,17,542,33,-2830.1000000000004
6278,63,239,12,6328.4
1329,23,338,60,-14931.0
1237,47,259,82,-27856.600000000006
4331,86,377,76,-17435.4
3622,31,173,95,-37655.5
7339,77,556,33,4543.9
5786,45,820,34,1651.5999999999995
2886,3,61,7,2666.9
2834,19,873,70,-19846.0
9607,9,464,65,-10510.5
3071,96,78,10,3541.0
5666,7,845,25,2778.5
6920,79,546,41,1922.0999999999985
9150,59,904,5,9322.5
7988,89,43,78,-14881.600000000002
7966,52,605,46,-10.400000000001455
3302,68,861,98,-37093.600000000006
5243,63,887,21,4405.1
6097,95,956,45,449.5
5729,73,380,9,5989.1
9161,89,452,78,-13708.600000000002
4955,57,240,3,5081.9
6516,73,473,45,-121.5
630,92,847,22,282.39999999999964
1943,79,224,6,2240.6
9452,36,107,47,319.89999999999964
9667,80,436,7,9986.9
1778,17,909,99,-44563.9
783,10,863,11,300.0999999999999
8795,76,902,57,-2793.1000000000004
5080,23,622,51,-6491.9000000000015
2717,22,79,33,-1893.1000000000004
7404,53,735,20,6504.0
5250,4,514,28,1520.3999999999996
884,96,881,13,1303.9
419,19,635,65,-19048.5
1878,8,594,90,-37092.0
2485,10,143,64,-16945.4
6044,49,597,33,2324.8999999999996
3253,67,352,95,-34604.5
7730,49,400,85,-23507.5
333,49,218,96,-40121.4
2593,46,707,96,-38149.4
5503,61,465,11,5581.1
9884,15,685,77,-18013.100000000002
8168,31,376,64,-9918.400000000001
977,25,977,43,-7008.1
5468,66,361,73,-15826.100000000002
5642,66,241,42,-229.60000000000036
9854,33,148,43,2212.8999999999996
4182,57,833,71,-16471.9
2379,10,450,70,-20931.0
8675,62,950,7,8868.9
9521,54,364,43,2782.8999999999996
8238,79,843,69,-9639.900000000001
4578,10,399,1,4583.1
1378,63,338,5,1570.5
6711,2,357,60,-10809.0
83,41,148,27,-2382.1000000000004
4761,72,976,24,3666.6
8172,11,868,17,6942.9
3508,17,958,69,-18647.9
1327,84,30,95,-34915.5
1633,98,301,91,-30025.9
5271,61,968,99,-36714.9
8664,85,871,3,8874.9
6735,43,366,20,5635.0
5813,38,691,52,-5460.6
1733,84,89,65,-13509.5
1426,42,563,14,1053.6
1012,56,362,53,-9784.1
6332,17,375,30,2432.0
3827,20,339,15,3024.5
5459,20,375,91,-33297.9
6132,76,549,6,6411.6
1738,55,90,26,-144.4000000000001
3437,85,319,73,-16470.100000000002
9065,38,66,76,-16349.400000000001
6879,3,91,69,-16242.900000000001
7458,61,837,62,-7595.600000000002
3277,28,600,97,-40111.100000000006
7151,25,740,70,-15109.0
7996,69,639,26,6477.6
1185,57,525,77,-23478.100000000002
2243,79,487,31,-16.900000000000546
3895,2,221,51,-8747.900000000001
6850,29,652,72,-16463.600000000002
2904,53,107,85,-27993.5
7410,10,635,85,-27142.5
8427,17,670,71,-15066.900000000001
8783,46,362,6,8882.6
686,33,518,52,-10847.6
7093,88,116,91,-25475.9
9980,15,424,6,9893.6
5259,17,959,97,-39196.100000000006
7229,53,834,65,-10028.5
2043,63,250,84,-27239.4
1638,34,468,85,-30874.5
9295,54,85,78,-16304.600000000002
211,24,731,7,138.89999999999998
3412,65,716,17,3100.8999999999996
7402,55,720,50,-2098.0
3200,20,812,94,-38216.4
5789,14,995,84,-27609.4
6197,48,954,50,-3653.0
60,80,869,37,-3688.1000000000004
8639,38,979,2,8695.4
3417,70,454,38,-998.6000000000004
2263,29,555,17,1339.8999999999999
1766,6,150,41,-6224.9000000000015
7368,20,530,47,-2516.1000000000004
1213,66,22,44,-5369.4000000000015
3317,96,643,60,-8563.0
9524,29,965,69,-11803.900000000001
890,43,609,82,-28531.600000000006
7706,75,257,57,-3939.1000000000004
3544,18,234,52,-8769.6
8821,74,826,2,8949.4
9317,66,629,23,8242.9
6707,11,987,36,752.5999999999995
286,96,752,70,-17004.0
2911,44,834,44,-4639.4000000000015
7937,71,596,75,-14300.500000000004
3846,83,549,59,-8313.900000000001
2355,49,959,13,2163.9
4049,13,316,52,-8524.6
4005,50,910,24,2382.6
1573,55,327,30,-1187.0
6842,78,21,45,429.5
5431,53,323,89,-28664.9
7556,55,486,88,-25549.600000000006
7207,73,37,18,6933.4
3348,85,883,3,3558.9
8163,61,205,19,7553.1
5534,84,931,98,-33293.600000000006
6035,27,377,82,-24698.600000000006
1380,92,756,9,1811.1
1937,15,38,57,-13128.1
4645,36,700,42,-2486.6000000000004
1202,27,355,97,-42283.100000000006
2793,71,940,88,-28904.600000000006
4608,86,994,89,-26550.9
4368,51,527,64,-12438.400000000001
4809,91,702,5,5141.5
3153,5,293,76,-24769.4
7957,41,690,87,-25564.100000000006
4432,48,631,31,1211.0999999999995
6890,26,395,71,-15964.900000000001
87,81,236,42,-5154.6
5224,88,246,4,5497.6
9782,65,491,38,5176.4
9754,85,750,72,-9527.600000000002
6388,33,664,7,6378.9
8379,68,932,67,-9061.100000000002
825,85,257,39,-3312.9000000000005
3703,17,426,98,-41690.600000000006
4712,9,377,87,-31593.100000000006
8879,34,594,77,-17555.100000000002
9293,23,572,83,-22554.100000000006
8004,19,556,85,-25783.5
5329,71,575,62,-9104.600000000002
1391,84,283,16,1480.6
119,93,996,95,-35268.5
9294,31,388,36,4059.5999999999995
3976,81,391,15,4088.5
9943,36,720,73,-13541.100000000002
5576,27,732,30,1976.0
291,57,346,7,449.9
8199,97,750,36,5340.599999999999
9685,42,615,42,2805.3999999999996
436,28,489,74,-24324.4
4036,70,995,10,4246.0
5236,61,583,89,-28147.9
1249,90,186,3,1474.9
5659,2,203,62,-13052.600000000002
7654,65,942,59,-5567.9000000000015
2790,95,810,91,-29141.9
9326,35,582,40,2885.999999999999
3618,90,345,10,4028.0
6773,71,297,9,7015.1
8145,23,936,32,3863.3999999999996
9430,89,953,42,4524.4
9914,74,71,15,9921.5
4796,66,774,31,2133.0999999999995
5282,78,287,31,2991.0999999999995
7829,67,347,78,-16756.600000000002
5214,84,254,42,98.39999999999964
4094,51,306,42,-2407.6000000000004
2567,5,780,82,-29970.600000000006
8461,26,723,77,-18589.100000000002
4520,45,267,66,-13854.400000000001
4274,84,414,23,3613.8999999999996
568,93,334,25,-169.5
4369,73,864,89,-27946.9
9626,86,375,39,5527.099999999999
1478,68,463,5,1695.5
7100,93,41,3,7334.9
9256,44,220,49,-352.90000000000146
2887,92,539,26,1966.6
2062,82,723,13,2299.9
720,43,203,9,710.0999999999999
835,90,772,20,674.9999999999998
7150,19,898,49,-3683.9000000000015
3365,15,589,72,-20956.600000000002
8237,13,749,3,8231.9
1545,46,1,52,-9312.6
8573,36,869,99,-35887.9
7126,6,768,31,2603.0999999999995
44,71,618,64,-15482.400000000001
4086,21,929,83,-27927.100000000006
9013,95,166,70,-8347.0
6411,14,550,47,-3755.1000000000004
4912,29,612,28,1882.3999999999996
495,22,474,80,-29105.000000000004
3861,46,843,29,1074.0999999999995
4695,6,848,51,-7743.9000000000015
4426,37,892,82,-25487.600000000006
754,60,781,47,-7250.1
4705,11,945,71,-19214.9
672,94,68,42,-4023.6000000000004
4038,78,616,41,-1000.9000000000015
3961,61,787,35,93.5
9841,49,632,39,4299.099999999999
1485,11,751,3,1473.9
1219,34,324,79,-26675.9
1078,39,962,55,-11599.500000000002
731,88,803,3,950.9
8289,57,540,1,8341.1
560,33,257,82,-29681.600000000006
7976,30,379,77,-18766.100000000002
1961,37,937,70,-19459.0
4899,4,748,95,-38943.5
9307,28,189,95,-32255.5
6828,56,373,60,-7452.0
7630,75,661,27,6082.9
6345,24,150,21,4688.1
2099,65,307,71,-17986.9
1176,54,555,34,-2652.4000000000005
2041,23,211,11,1701.1
607,13,899,66,-19879.4
4712,50,429,10,4722.0
423,11,492,45,-9004.5
6047,68,787,25,4684.5
7560,26,577,91,-30650.9
5027,30,266,38,-908.6000000000004
3529,14,245,56,-11053.400000000001
2027,62,51,7,2220.9
5156,45,429,84,-25638.4
5349,72,43,70,-13621.0
1928,19,269,88,-34345.600000000006
885,8,213,30,-3285.0
4441,52,430,63,-11731.100000000002
3413,21,997,77,-24022.100000000002
7371,25,27,16,6516.6
6776,87,320,61,-6149.9000000000015
9977,56,83,17,9512.9
953,77,912,25,-184.5
5551,16,929,87,-30145.100000000006
1931,96,444,99,-36589.9
3235,59,468,53,-7402.1
7544,80,931,61,-5808.9000000000015
543,46,555,46,-7709.4000000000015
1568,24,705,47,-8128.1
7819,32,356,59,-7349.9000000000015
9029,76,684,25,7866.5
2619,42,17,84,-28427.4
506,99,222,30,-934.0
1296,34,572,54,-11156.400000000001
823,47,299,82,-28270.600000000006
9596,52,7,83,-19844.100000000006
6440,10,805,93,-35010.100000000006
4292,19,837,56,-10010.400000000001
7132,60,555,98,-34047.600000000006
2229,51,591,95,-37148.5
2878,34,356,12,2580.4
2868,75,370,43,-2967.1000000000004
6191,45,474,2,6261.4
2543,80,840,28,941.3999999999996
5001,92,857,41,536.0999999999985
7470,92,19,57,-3206.1000000000004
4408,37,473,84,-27058.4
9660,53,281,15,9352.5
6595,32,778,77,-19993.100000000002
2785,82,674,43,-2749.1000000000004
7982,69,892,39,3220.0999999999995
2280,77,463,47,-4925.1
3173,23,948,57,-11436.1
5813,72,148,91,-28211.9
8038,18,819,26,5193.6
9857,38,867,65,-8375.5
4398,57,618,96,-35288.4
2249,86,266,41,-2461.9000000000015
4968,6,524,27,1557.8999999999996
6750,77,859,69,-11265.900000000001
1431,85,817,67,-14870.100000000002
8726,51,740,94,-29776.4
6039,83,330,89,-25386.9
1603,82,999,84,-26083.4
6301,69,443,13,6369.9
